Work Order,Postal Code,First Arrived On,Completed On,Primary Incident Customer Asset,Customer Asset,Line Status,Incident Type,Primær Asset Kategori,Primær Asset Produkt,Work Order Type,Primary Incident Type,Instructions,Intern note,Koptæller,Product ID (Product) (Product),Supplier Item number (Product) (Product),Name,Quantity
WO000180,8000,2021-04-21 11:34:00,2021-04-21 13:05:00,BW122170,BW122170,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Maskinen bliver ved med at melde flowfejl (siden 9.30 i morges).,"Ditte 24499703

",67563.0,130301901,118710,Mælkeslange lang  BW 3,1.0
WO000180,8000,2021-04-21 11:34:00,2021-04-21 13:05:00,BW122170,BW122170,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Maskinen bliver ved med at melde flowfejl (siden 9.30 i morges).,"Ditte 24499703

",67563.0,132000000,120701,Mælkepumpe TP,1.0
WO000181,9850,2021-04-26 13:50:00,2021-04-26 16:50:00,200148517,200148517,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud,Nedbrud,"Gennemgang før opstart. 
Færge er i dok fra kl.7 til kl.19 mandag d. 26/4. ","Kunden bør faktureres for denne opgave pga manglende rengøring. Maskinen var bare slukket uden rens. 
KH har lavet opgaven og har billeder hvis nødvendigt. ",11163.0,130300346,08-016,Afløbsslange 16mm,2.0
WO000181,9850,2021-04-26 13:50:00,2021-04-26 16:50:00,200148517,200148517,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud,Nedbrud,"Gennemgang før opstart. 
Færge er i dok fra kl.7 til kl.19 mandag d. 26/4. ","Kunden bør faktureres for denne opgave pga manglende rengøring. Maskinen var bare slukket uden rens. 
KH har lavet opgaven og har billeder hvis nødvendigt. ",11163.0,130301893,118594,Indsugningsrør for mælkeslange TP,1.0
WO000190,5320,2021-04-20 12:26:00,2021-04-20 16:58:00,BW146994,,Used,BW3 50.000 kopservice,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Fra mail: Der kommer meget lidt i kopperne . Måske en deciliter.,,49654.0,131000009R,122469R,Modul Hydraulik CTMC/CBTM Piller TP OMBYT,1.0
WO000191,2100,2021-04-20 08:28:00,2021-04-20 12:32:00,BW085801,BW8200248H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud Frisk mælk Thermoplan,Vil ikke tage mælk ind,,293543.0,130301715,116819,Milk Heating Coil TP,1.0
WO000191,2100,2021-04-20 08:28:00,2021-04-20 12:32:00,BW085801,BW8200248H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud Frisk mælk Thermoplan,Vil ikke tage mælk ind,,293543.0,130301127,101210,Mælkepumpe kit for BW3,1.0
WO000191,2100,2021-04-20 08:28:00,2021-04-20 12:32:00,BW085801,BW053934B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud Frisk mælk Thermoplan,Vil ikke tage mælk ind,,293543.0,130301624,115890,Fjedersæt for brygger TP,1.0
WO000191,2100,2021-04-20 08:28:00,2021-04-20 12:32:00,BW085801,BW085801,Used,Nedbrud Frisk mælk Thermoplan,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud Frisk mælk Thermoplan,Vil ikke tage mælk ind,,293543.0,130301535,108793,Ventil Pakning TP,1.0
WO000201,5500,2021-04-21 12:14:00,2021-04-22 08:45:00,BW117429,BW117429,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Fylder ikke nok i kopperne,Circle K,65418.0,130301277,104410UDGÅET,Mælkepumpe TP ,1.0
WO000201,5500,2021-04-21 12:14:00,2021-04-22 08:45:00,BW117429,BW117429,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Fylder ikke nok i kopperne,Circle K,65418.0,130301922,119407,Kontraventil til renseblok ,1.0
WO000201,5500,2021-04-21 12:14:00,2021-04-22 08:45:00,BW117429,BW117429,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Fylder ikke nok i kopperne,Circle K,65418.0,130301715,116819,Milk Heating Coil TP,1.0
WO000201,5500,2021-04-21 12:14:00,2021-04-22 08:45:00,BW117429,BW117429,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Fylder ikke nok i kopperne,Circle K,65418.0,130301806,117705,Ventil 3/2 vejs,1.0
WO000203,8000,2021-04-21 12:54:00,2021-04-21 13:55:00,BW078779,BW112177H,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Kan ikke starte op. når de vil kører rens går maskinerne i sort.,,65727.0,102230,,Vandpumpe TP,1.0
WO000205,8000,2021-04-21 10:57:00,2021-04-21 13:56:00,BW078777,BW078764H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Lukker ned  når de vil kører rens,,75397.0,X130302082,121950,Renseblok piller TP,1.0
WO000205,8000,2021-04-21 10:57:00,2021-04-21 13:56:00,BW078777,BW078764H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Lukker ned  når de vil kører rens,,75397.0,102230,,Vandpumpe TP,1.0
WO000205,8000,2021-04-21 10:57:00,2021-04-21 13:56:00,BW078777,BW074777B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Lukker ned  når de vil kører rens,,75397.0,130301892,118588,Pakning for fix piston TP,1.0
WO000209,7400,2021-04-22 09:43:00,2021-04-22 10:22:00,B1137630,B1137630,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud,Nedbrud,Går i sort i display når de vil starte op,,45633.0,130500006,428121140,Bestmax XL Filterpatron,1.0
WO000210,2760,2021-04-20 12:20:00,2021-04-20 13:11:00,BW076433,BW149049B,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Melder popwder error,,160212.0,130301624,115890,Fjedersæt for brygger TP,1.0
WO000210,2760,2021-04-20 12:20:00,2021-04-20 13:11:00,BW076433,BW149049B,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Melder popwder error,,160212.0,130301317,104818,"O-ring 10,69x3,53 TP",1.0
WO000210,2760,2021-04-20 12:20:00,2021-04-20 13:11:00,BW076433,BW149049B,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Melder popwder error,,160212.0,130301318,104819,"O-ring 10,82x1,78 TP",1.0
WO000211,8370,2021-04-20 16:05:00,2021-04-21 09:01:00,BW134182,BW079401H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Mail fra CK: 4 strømafbydere - slår fra - til kaffemaskine,tobakskab og Merrychef(ovn).
Skal laves sådan at sikringer ikke slår fra så tit.
",Service now har snakket med station som siger det nu er kaffemaskinen der slår relæ.,31213.0,130301790,117589,Isolering for coffeeboiler TP,1.0
WO000211,8370,2021-04-20 16:05:00,2021-04-21 09:01:00,BW134182,BW079401H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Mail fra CK: 4 strømafbydere - slår fra - til kaffemaskine,tobakskab og Merrychef(ovn).
Skal laves sådan at sikringer ikke slår fra så tit.
",Service now har snakket med station som siger det nu er kaffemaskinen der slår relæ.,31213.0,130301338,104886,"O-ring ø 78 x 2,5 TP",1.0
WO000211,8370,2021-04-20 16:05:00,2021-04-21 09:01:00,BW134182,BW079401H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Mail fra CK: 4 strømafbydere - slår fra - til kaffemaskine,tobakskab og Merrychef(ovn).
Skal laves sådan at sikringer ikke slår fra så tit.
",Service now har snakket med station som siger det nu er kaffemaskinen der slår relæ.,31213.0,130301214,102818,"Varmelegeme 2,5 KW Hydralik TP",1.0
WO000211,8370,2021-04-20 16:05:00,2021-04-21 09:01:00,BW134182,BW079401H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Mail fra CK: 4 strømafbydere - slår fra - til kaffemaskine,tobakskab og Merrychef(ovn).
Skal laves sådan at sikringer ikke slår fra så tit.
",Service now har snakket med station som siger det nu er kaffemaskinen der slår relæ.,31213.0,130301715,116819,Milk Heating Coil TP,1.0
WO000213,3700,,,BW116997,,Used,,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Kunden skriver: der kommer vand ud for neden af maskinen,,,130301715,116819,Milk Heating Coil TP,1.0
WO000235,2605,2021-04-21 08:56:00,2021-04-21 10:15:00,B1142272,B1142272,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Skal have skiftet mælkeslanget. Har været klippet over ifbm. ombygning jf. Sussi ,"Haster, da Sussi har ringet den ind i fredags allerede, men kan ikke se en sag nogen steder. 
Kunden skal betale for mælkeslange, kørsel samt tid. Coil er på vores regning.
Jesper",10264.0,130302194,125665,Mælke Coil 11Wi BW4,1.0
WO000237,8000,2021-04-20 15:51:00,2021-04-20 16:18:00,BW150272,BW150272,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,melder flow error,,109167.0,130301523,108579,Ventil med sokkel TP,1.0
WO000240,9850,2021-04-20 12:55:00,2021-04-20 13:52:00,200148533,200148533,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud,Nedbrud,Gennemgang af maskine inden færgen kommer i drift. ,,5810.0,130301893,118594,Indsugningsrør for mælkeslange TP,1.0
WO000242,7600,,2021-04-22 11:40:00,200145669,200145669,Used,BW4c lille eftersyn,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,BW4c lille eftersyn,Fylder ikke nok i mælkedrikkene,,24152.0,130301129,101212,Lille eftersyns kit for BW4c,1.0
WO000244,2750,2021-04-20 13:46:00,2021-04-20 13:49:00,B1137195,B1137195,Used,Nedbrud,BW4 CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,"Mælke slange defekt
",,109311.0,130302313,128896,Mælkeslange lang BW4,1.0
WO000245,9000,2021-04-21 13:21:00,2021-04-21 14:20:00,BW054699,BW054699,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,Kører fast i kværnen. Åbner fredag men er der hver dag indtil,,,130301280,104484,Mobil piston komplet TP,1.0
WO000251,1255,2021-04-21 08:47:00,2021-04-21 10:05:00,BW154162,BW083145,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,Kan ikke køre med kværnen,,,102046,115893,Udløb for kaffe TP,1.0
WO000270,8210,2021-04-21 08:27:00,2021-04-21 08:41:00,BW150240,BW150240,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Kan ikke kører rens,,106432.0,130301530,108681,Lynkobling 4x4 TP,1.0
WO000272,9850,2021-04-21 08:00:00,2021-04-21 10:23:00,BW094727,BW094727,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBT2,Nedbrud,Nedbrud,Gennemgang af maskine inden færgen skal i drift. ,Afventer NCB,311367.0,130301867,118428,Flowmeter BW3,1.0
WO000272,9850,2021-04-21 08:00:00,2021-04-21 10:23:00,BW094727,BW094727,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBT2,Nedbrud,Nedbrud,Gennemgang af maskine inden færgen skal i drift. ,Afventer NCB,311367.0,130301935,119879,Kontraventil for reservoir TP,1.0
WO000272,9850,2021-04-21 08:00:00,2021-04-21 10:23:00,BW094727,BW094727,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBT2,Nedbrud,Nedbrud,Gennemgang af maskine inden færgen skal i drift. ,Afventer NCB,311367.0,130301892,118588,Pakning for fix piston TP,1.0
WO000293,1300,2021-04-21 14:01:00,2021-04-21 15:21:00,BW083779,BW083779,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Vandpumpe virker ikke samt indgangsventil,,36026.0,130301529,108635,Ventil 2/2 indgang,1.0
WO000298,2000,2021-04-21 13:15:00,2021-04-21 14:06:00,BW070865,BW070865,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,Utæt ved steamarm,,221160.0,102311,,NTC føler TP,1.0
WO000298,2000,2021-04-21 13:15:00,2021-04-21 14:06:00,BW070865,BW070865,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,Utæt ved steamarm,,221160.0,130301811,117724,Beslag for udløb TP,1.0
WO000308,8000,2021-04-21 15:44:00,2021-04-21 15:50:00,B1140269,B1140269,Used,Nedbrud Frisk mælk Thermoplan,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud Frisk mælk Thermoplan,Mælkeslange ser ulækker ud. ,,32170.0,130302313,128896,Mælkeslange lang BW4,1.0
WO000325,3500,2021-04-22 09:24:00,2021-04-22 10:35:00,B1142717,B1142717,Used,Nedbrud Frisk mælk Thermoplan,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud Frisk mælk Thermoplan,"Problemer med mælk. Vil ikke suge mælk op. 
Smider vand i koppen i stedet",,10944.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,4.0
WO000325,3500,2021-04-22 09:24:00,2021-04-22 10:35:00,B1142717,B1142717,Used,Nedbrud Frisk mælk Thermoplan,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud Frisk mælk Thermoplan,"Problemer med mælk. Vil ikke suge mælk op. 
Smider vand i koppen i stedet",,10944.0,130302194,125665,Mælke Coil 11Wi BW4,1.0
WO000329,1051,2021-04-22 13:32:00,2021-04-22 16:11:00,BW145182,BW145182,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,Mail fra CD: Maskinen på Nyhavn 37 Vil ikke tappe kaffe fra kar. Den kan godt brygge over i karet og fylde karet men knappen er skraveret.,Kontakt tlf. 53 38 92 38,54199.0,130302125,123379,Pumpemotor 24V TP,1.0
WO000339,2820,2021-04-23 11:36:00,2021-04-23 12:30:00,BW114831,BW114831,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Mail fra Tina: mælkeslange er ulækker. Kan vi skifte den?,,711038.0,130301901,118710,Mælkeslange lang  BW 3,1.0
WO000346,8000,2021-04-23 13:04:00,2021-04-23 13:10:00,B1140489,B1140489,Used,Nedbrud,BW4 CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,Siger produkter ikke ser ordentlige ud. Som om det mangler crema. Også problemer med at den melder bønnebeholder tom. ,,,130302194,125665,Mælke Coil 11Wi BW4,1.0
WO000364,8260,2021-04-23 09:17:00,2021-04-23 11:00:00,B1138850,B1138850,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Vil ikke suge mælk op,"Kontrol af mælke delen, mælkeslangen er stoppet til, skiftet. Kontrol igen, pumpen kører ikke som den skal, afmont af hy modul og skift af kontra ventil, mælkecoil og pumpe, så er der mælk igen.",48331.0,130302194,125665,Mælke Coil 11Wi BW4,1.0
WO000364,8260,2021-04-23 09:17:00,2021-04-23 11:00:00,B1138850,B1138850,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Vil ikke suge mælk op,"Kontrol af mælke delen, mælkeslangen er stoppet til, skiftet. Kontrol igen, pumpen kører ikke som den skal, afmont af hy modul og skift af kontra ventil, mælkecoil og pumpe, så er der mælk igen.",48331.0,132000000,120701,Mælkepumpe TP,1.0
WO000364,8260,2021-04-23 09:17:00,2021-04-23 11:00:00,B1138850,B1138850,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Vil ikke suge mælk op,"Kontrol af mælke delen, mælkeslangen er stoppet til, skiftet. Kontrol igen, pumpen kører ikke som den skal, afmont af hy modul og skift af kontra ventil, mælkecoil og pumpe, så er der mælk igen.",48331.0,130302313,128896,Mælkeslange lang BW4,1.0
WO000372,1577,2021-04-23 09:50:00,2021-04-23 11:44:00,BW078775,BW117259H,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Efter rengøring blev skærm sort. Der er lys i tænd/sluk knappen,Afv Christian vedr. faktureringssspørgsmål,91580.0,102230,,Vandpumpe TP,1.0
WO000372,1577,2021-04-23 09:50:00,2021-04-23 11:44:00,BW078775,BW117259H,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Efter rengøring blev skærm sort. Der er lys i tænd/sluk knappen,Afv Christian vedr. faktureringssspørgsmål,91580.0,X130302082,121950,Renseblok piller TP,1.0
WO000380,1300,2021-04-23 12:30:00,2021-04-23 13:58:00,BW083785,BW116994H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Fra AA. Begge maskiner i stueplan har problemer med mælk,,,130301127,101210,Mælkepumpe kit for BW3,1.0
WO000387,3500,2021-04-23 11:33:00,2021-04-23 12:45:00,B1142717,B1142717,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Maskinen giver kun halv mængde mælk ved mælkedrikke. Hun synes, det ser ud til, at der er en revne foroven i mælkeslangen.","Vi var der i går, men det er galt igen i dag.",10978.0,130302227,126326,Mælkepumpe for BW4c,1.0
WO000392,9000,2021-04-23 12:40:00,2021-04-23 13:26:00,BW084281,BW084281,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Problemer med temperatur.

Telefon: 60 74 69 73",,,130301673,116153,Varmelegeme for brygger 35W TP,1.0
WO000394,5000,2021-04-26 08:36:00,2021-04-26 09:46:00,200144816,200144816,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud,Nedbrud,"Smider kaffe ud under maskinen
Har snakket med Steffen, det lyder til at det er kakaomodulet der er problemer med. Den kan godt lave kaffe.",Tlf. 63110039,2374.0,130305572,101103,Mælkepumpekit for BW4c,1.0
WO000394,5000,2021-04-26 08:36:00,2021-04-26 09:46:00,200144816,200144816,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud,Nedbrud,"Smider kaffe ud under maskinen
Har snakket med Steffen, det lyder til at det er kakaomodulet der er problemer med. Den kan godt lave kaffe.",Tlf. 63110039,2374.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,4.0
WO000396,1612,2021-04-26 11:44:00,2021-04-26 12:14:00,BW082822,BW082822,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,"Drikke løber skævt ud af udløb. 
Haster ikke.",,272814.0,130301686,116360,Kaffeudløbstud CTM TP,1.0
WO000402,1620,2021-04-23 14:20:00,2021-04-23 14:57:00,200147474,200147474,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Koger ikke klar,"Ringet ind over middag fredag
Kørt inden for normal arbejdsdag",8123.0,130302209,125855,Temperatur sensor BW4,1.0
WO000424,4760,2021-04-27 08:15:00,2021-04-27 09:37:00,B1142273,B1142273,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Der løber vand ud under maskinen, registrere ikke mælken",,23015.0,130302313,128896,Mælkeslange lang BW4,1.0
WO000428,2740,2021-04-26 10:01:00,2021-04-26 10:31:00,BW116995,BW116995,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Registrere ikke mælken,afv Wo uge 19,,130301845,118093,Mælkeslange Kort TP,1.0
WO000434,1560,2021-04-26 13:37:00,2021-04-26 15:34:00,BW098279,BW114060H,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Giver ingen mælkedrikke,,464803.0,130301992,120694,Lynkobling,1.0
WO000435,2720,2021-04-26 10:03:00,2021-04-26 11:44:00,BW084200,BW084200,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,"Mælkeslange knækket, kan ikke suge mælk op",,,130301845,118093,Mælkeslange Kort TP,1.0
